plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette_0 icassette_1 trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd MB wagon isEngine nROCs power mrot phi HDorLD hash hash_hdld dataPp0 trigPp0 dataPp0_type trigPp0_type engineType
11 9 3 FO 1255.81 435.02 0 6 1255.8 338.4 1339.5 386.7 1339.5 483.4 1255.8 531.7 1172.1 483.4 1172.1 386.7 1255.8 338.4 0 0 1.132 2.0 0.39 1.0 0.382 1.0 10 1 False 3 3.6 0 19.106 0 1109030 1109030 11000.0 11010.0 A A E
11 9 4 FO 1172.09 580.03 0 6 1172.1 483.4 1255.8 531.7 1255.8 628.4 1172.1 676.7 1088.4 628.4 1088.4 531.7 1172.1 483.4 0 0 1.157 2.0 0.396 1.0 0.387 1.0 11 1 False 3 3.6 0 26.329 0 1109040 1109040 11000.0 11011.0 A B E
11 9 5 FO 1088.37 725.04 4 6 1088.4 628.4 1172.1 676.7 1172.1 773.4 1088.4 821.7 1004.6 773.4 1004.6 676.7 1088.4 628.4 0 0 1.142 2.0 0.402 1.0 0.392 1.0 11 0 False 3 3.6 0 33.67 0 1109050 1109050 11000.0 11011.0 A B N
11 9 6 FO 1004.64 870.05 4 6 1004.6 773.4 1088.4 821.7 1088.4 918.4 1004.6 966.7 920.9 918.4 920.9 821.7 1004.6 773.4 0 1 1.133 2.0 0.389 1.0 0.381 1.0 6 0 False 3 3.6 0 40.894 0 1109060 1109060 11101.0 11110.0 B A N
11 9 7 FO 920.92 1015.06 4 6 920.9 918.4 1004.6 966.7 1004.6 1063.4 920.9 1111.7 837.2 1063.4 837.2 966.7 920.9 918.4 0 1 1.066 2.0 0.372 1.0 0.366 1.0 5 0 False 3 3.6 0 47.784 0 1109070 1109070 11100.0 11110.0 A A N
11 9 8 FOe 837.2 1160.06 4 6 837.2 1063.4 920.9 1111.7 920.9 1208.4 837.2 1256.7 753.5 1208.4 753.5 1111.7 837.2 1063.4 0 1 0.986 2.0 0.353 1.0 0.349 1.0 4 0 False 3 3.6 0 54.183 0 1109080 1109080 11100.0 11110.0 A A N
11 9 9 aOe 753.485 1305.074 1 4 837.245 1256.75 669.755 1353.45 669.771 1256.677 753.429 1208.377 837.245 1256.75 0.0 0.0 0.0 0.0 1 0 0.813 1.0 0.144 1.0 0.144 1.0 109 1 False 3 3.6 0 60.0 0 1109090 1109090 11200.0 11210.0 A A N
11 10 2 aOe 1506.97 290.02 0 4 1507.0 193.3 1507.0 386.7 1423.2 338.4 1423.2 241.7 1507.0 193.3 0.0 0.0 0.0 0.0 0 0 0.793 1.0 0.144 1.0 0.144 1.0 7 1 False 3 3.6 0 10.894 0 1110020 1110020 11000.0 11010.0 A A N
11 10 3 bOe 1423.25 435.02 1 5 1507.0 386.7 1423.2 531.7 1339.5 483.4 1339.5 386.7 1423.2 338.4 1507.0 386.7 0.0 0.0 0 0 0.905 1.0 0.192 1.0 0.192 1.0 10 1 False 3 3.6 0 16.996 0 1110030 1110030 11000.0 11010.0 A A N
11 10 4 FOe 1339.53 580.03 0 6 1339.5 483.4 1423.2 531.7 1423.2 628.4 1339.5 676.7 1255.8 628.4 1255.8 531.7 1339.5 483.4 0 0 0.99 2.0 0.332 1.0 0.33 1.0 11 1 False 3 3.6 0 23.413 0 1110040 1110040 11000.0 11011.0 A B N
11 10 5 dOe 1255.81 725.04 0 5 1255.8 628.4 1297.7 652.5 1213.9 797.5 1172.1 773.4 1172.1 676.7 1255.8 628.4 0.0 0.0 0 0 0.806 1.0 0.144 1.0 0.144 1.0 11 1 False 2 2.4 0 30.0 0 1110050 1110050 11000.0 11011.0 A B N
11 10 6 FOe 1172.09 870.05 4 6 1172.1 773.4 1255.8 821.7 1255.8 918.4 1172.1 966.7 1088.4 918.4 1088.4 821.7 1172.1 773.4 0 0 0.969 2.0 0.341 1.0 0.338 1.0 11 0 False 3 3.6 0 36.587 0 1110060 1110060 11000.0 11011.0 A B N
11 10 7 bOe 1088.37 1015.06 1 5 1172.1 966.7 1088.4 1111.7 1004.6 1063.4 1004.6 966.7 1088.4 918.4 1172.1 966.7 0.0 0.0 0 1 0.918 1.0 0.192 1.0 0.192 1.0 6 0 False 3 3.6 0 43.004 0 1110070 1110070 11101.0 11110.0 B A N
11 10 8 aOe 1004.64 1160.06 1 4 1088.4 1111.7 920.9 1208.4 920.9 1111.7 1004.6 1063.4 1088.4 1111.7 0.0 0.0 0.0 0.0 0 1 0.795 1.0 0.144 1.0 0.144 1.0 5 0 False 3 3.6 0 49.107 0 1110080 1110080 11100.0 11110.0 A A N
12 1 2 dIe -0.002 290.016 4 5 -83.718 338.396 -83.729 316.578 83.695 316.564 83.705 338.382 0.047 386.682 -83.718 338.396 0.0 0.0 1 1 0.0 0.0 1.467 2.0 1.467 2.0 102 0 False 3 3.6 0 90.0 1 1201020 1201021 12300.0 0.0 A None N
12 1 3 FI -83.725 435.025 2 6 0.047 386.682 -0.018 483.368 -83.763 531.718 -167.442 483.382 -167.463 386.746 -83.718 338.396 0.047 386.682 1 1 0.0 0.0 2.379 3.0 2.647 3.0 102 0 False 6 7.2 0 100.894 1 1201030 1201031 12300.0 0.0 A None N
12 1 4 FI -167.438 580.028 2 6 -83.763 531.718 -83.742 628.355 -167.487 676.705 -251.166 628.368 -251.187 531.732 -167.442 483.382 -83.763 531.718 1 1 0.0 0.0 1.548 2.0 1.582 2.0 102 0 False 6 7.2 0 106.102 1 1201040 1201041 12300.0 0.0 A None N
12 1 5 FI -251.161 725.037 2 6 -167.487 676.705 -167.466 773.341 -251.21 821.691 -334.889 773.355 -334.91 676.718 -251.166 628.368 -167.487 676.705 1 1 0.0 0.0 1.146 2.0 1.147 2.0 102 0 True 6 7.2 0 109.107 1 1201050 1201051 12300.0 0.0 A None N
12 1 6 FM -334.883 870.046 5 6 -251.21 821.691 -251.139 918.414 -334.884 966.764 -418.613 918.341 -418.634 821.705 -334.889 773.355 -251.21 821.691 1 1 0.0 0.0 0.672 1.0 0.626 1.0 104 1 False 3 3.6 0 111.052 0 1201060 1201060 12300.0 0.0 A None N
12 1 7 FO -418.605 1015.054 5 6 -334.884 966.764 -334.863 1063.4 -418.608 1111.75 -502.287 1063.414 -502.358 966.691 -418.613 918.341 -334.884 966.764 1 1 0.0 0.0 0.523 1.0 0.489 1.0 104 1 False 3 3.6 0 112.411 0 1201070 1201070 12300.0 0.0 A None E
12 1 8 FO -502.328 1160.063 5 6 -418.608 1111.75 -418.587 1208.386 -502.331 1256.736 -586.01 1208.4 -586.031 1111.764 -502.287 1063.414 -418.608 1111.75 1 1 0.0 0.0 0.402 1.0 0.385 1.0 104 0 True 3 3.6 0 113.413 0 1201080 1201080 12300.0 0.0 A None W
12 1 9 bOe -586.041 1305.066 2 5 -502.31 1353.373 -669.734 1353.386 -669.755 1256.75 -586.01 1208.4 -502.331 1256.736 -502.31 1353.373 0.0 0.0 1 1 0.0 0.0 0.192 1.0 0.192 1.0 104 0 False 3 3.6 0 114.183 0 1201090 1201090 12300.0 0.0 A None N
12 2 0 gIe 334.88 0.0 3 6 334.9 96.7 316.0 85.8 316.0 -85.8 334.9 -96.7 418.6 -48.3 418.6 48.3 334.9 96.7 0 0 0.0 0.0 2.492 3.0 2.492 3.0 0 0 False 6 7.2 0 0.0 1 1202000 1202001 12001.0 0.0 B None N
12 2 1 dIe 251.16 145.01 3 5 251.2 241.7 232.3 230.8 316.0 85.8 334.9 96.7 334.9 193.3 251.2 241.7 0.0 0.0 0 1 0.0 0.0 1.467 2.0 1.467 2.0 2 0 False 3 3.6 0 30.0 1 1202010 1202011 12100.0 0.0 A None N
12 2 2 gIe 167.44 290.015 4 6 83.705 338.382 83.695 316.564 232.305 230.764 251.195 241.682 251.129 338.368 167.471 386.668 83.705 338.382 1 0 0.0 0.0 2.492 3.0 2.492 3.0 100 0 False 6 7.2 0 60.0 1 1202020 1202021 12201.0 0.0 B None N
12 2 3 FI 83.718 435.023 2 6 167.471 386.668 167.405 483.355 83.747 531.655 -0.018 483.368 0.047 386.682 83.705 338.382 167.471 386.668 1 1 0.0 0.0 2.389 3.0 2.658 3.0 103 0 False 6 7.2 0 79.107 1 1202030 1202031 12300.0 0.0 A None N
12 2 4 FI -0.005 580.032 2 6 83.747 531.655 83.682 628.341 -0.063 676.691 -83.742 628.355 -83.763 531.718 -0.018 483.368 83.747 531.655 1 1 0.0 0.0 1.639 2.0 1.684 2.0 103 0 False 6 7.2 0 90.0 1 1202040 1202041 12300.0 0.0 A None N
12 2 5 FI -83.718 725.036 2 6 -0.063 676.691 0.008 773.414 -83.737 821.764 -167.466 773.341 -167.487 676.705 -83.742 628.355 -0.063 676.691 1 1 0.0 0.0 1.201 2.0 1.21 2.0 103 0 True 6 7.2 0 96.587 1 1202050 1202051 12300.0 0.0 A None N
12 2 6 FM -167.441 870.044 5 6 -83.737 821.764 -83.716 918.4 -167.46 966.75 -251.139 918.414 -251.21 821.691 -167.466 773.341 -83.737 821.764 1 1 0.0 0.0 0.713 1.0 0.659 1.0 105 1 False 3 3.6 0 100.893 0 1202060 1202060 12300.0 0.0 A None N
12 2 7 FO -251.163 1015.053 5 6 -167.46 966.75 -167.439 1063.386 -251.184 1111.736 -334.863 1063.4 -334.884 966.764 -251.139 918.414 -167.46 966.75 1 1 0.0 0.0 0.571 1.0 0.532 1.0 105 1 False 3 3.6 0 103.898 0 1202070 1202070 12300.0 0.0 A None E
12 2 8 FO -334.885 1160.061 5 6 -251.184 1111.736 -251.163 1208.373 -334.908 1256.723 -418.587 1208.386 -418.608 1111.75 -334.863 1063.4 -251.184 1111.736 1 1 0.0 0.0 0.436 1.0 0.413 1.0 105 0 True 3 3.6 0 106.102 0 1202080 1202080 12300.0 0.0 A None W
12 2 9 FOe -418.608 1305.07 5 6 -334.908 1256.723 -334.887 1353.359 -418.631 1401.709 -502.31 1353.373 -502.331 1256.736 -418.587 1208.386 -334.908 1256.723 1 1 0.0 0.0 0.346 1.0 0.337 1.0 105 0 False 3 3.6 0 107.784 0 1202090 1202090 12300.0 0.0 A None N
12 3 0 FI 502.32 0.0 0 6 502.3 -96.7 586.0 -48.3 586.0 48.3 502.3 96.7 418.6 48.3 418.6 -48.3 502.3 -96.7 0 0 0.0 0.0 1.986 3.0 2.101 3.0 0 0 False 6 7.2 0 0.0 1 1203000 1203001 12001.0 0.0 B None N
12 3 1 FI 418.6 145.01 1 6 418.6 48.3 502.3 96.7 502.3 193.3 418.6 241.7 334.9 193.3 334.9 96.7 418.6 48.3 0 1 0.0 0.0 2.389 3.0 2.658 3.0 3 0 False 6 7.2 0 19.107 1 1203010 1203011 12100.0 0.0 A None N
12 3 2 FI 334.88 290.02 1 6 334.9 193.3 418.6 241.7 418.6 338.4 334.9 386.7 251.2 338.4 251.2 241.7 334.9 193.3 0 1 0.0 0.0 2.379 3.0 2.647 3.0 2 0 False 6 7.2 0 40.894 1 1203020 1203021 12100.0 0.0 A None N
12 3 3 FI 251.16 435.022 1 6 334.895 386.655 334.829 483.341 251.171 531.641 167.405 483.355 167.471 386.668 251.129 338.368 334.895 386.655 1 0 0.0 0.0 1.986 3.0 2.101 3.0 100 0 False 6 7.2 0 60.0 1 1203030 1203031 12201.0 0.0 B None N
12 3 4 FI 167.438 580.031 1 6 251.171 531.641 251.155 628.414 167.497 676.714 83.682 628.341 83.747 531.655 167.405 483.355 251.171 531.641 1 0 0.0 0.0 1.548 2.0 1.578 2.0 101 0 False 6 7.2 0 73.898 1 1203040 1203041 12200.0 0.0 A None N
12 3 5 FI 83.715 725.039 1 6 167.497 676.714 167.432 773.4 83.687 821.75 0.008 773.414 -0.063 676.691 83.682 628.341 167.497 676.714 1 0 0.0 0.0 1.207 2.0 1.214 2.0 101 0 False 6 7.2 0 83.414 1 1203050 1203051 12200.0 0.0 A None N
12 3 6 FM 0.002 870.043 5 6 83.687 821.75 83.708 918.386 -0.037 966.736 -83.716 918.4 -83.737 821.764 0.008 773.414 83.687 821.75 1 1 0.0 0.0 0.727 1.0 0.672 1.0 106 1 False 3 3.6 0 90.0 0 1203060 1203060 12300.0 0.0 A None N
12 3 7 FM -83.721 1015.051 5 6 -0.037 966.736 -0.016 1063.373 -83.76 1111.723 -167.439 1063.386 -167.46 966.75 -83.716 918.4 -0.037 966.736 1 1 0.0 0.0 0.592 1.0 0.555 1.0 106 1 False 3 3.6 0 94.715 0 1203070 1203070 12300.0 0.0 A None E
12 3 8 FO -167.443 1160.06 5 6 -83.76 1111.723 -83.739 1208.359 -167.484 1256.709 -251.163 1208.373 -251.184 1111.736 -167.439 1063.386 -83.76 1111.723 1 1 0.0 0.0 0.46 1.0 0.434 1.0 106 0 True 3 3.6 0 98.213 0 1203080 1203080 12300.0 0.0 A None W
12 3 9 FO -251.165 1305.069 5 6 -167.484 1256.709 -167.413 1353.432 -251.158 1401.782 -334.887 1353.359 -334.908 1256.723 -251.163 1208.373 -167.484 1256.709 1 1 0.0 0.0 0.36 1.0 0.35 1.0 106 0 False 3 3.6 0 100.894 0 1203090 1203090 12300.0 0.0 A None N
12 3 10 aOe -334.883 1450.086 2 4 -251.137 1498.418 -418.631 1401.709 -334.887 1353.359 -251.158 1401.782 -251.137 1498.418 0.0 0.0 0.0 0.0 1 1 0.0 0.0 0.144 1.0 0.144 1.0 106 0 False 3 3.6 0 103.004 0 1203100 1203100 12300.0 0.0 A None N
12 4 0 FI 669.76 0.0 0 6 669.8 -96.7 753.5 -48.3 753.5 48.3 669.8 96.7 586.0 48.3 586.0 -48.3 669.8 -96.7 0 0 0.0 0.0 1.33 2.0 1.348 2.0 0 0 True 6 7.2 0 0.0 1 1204000 1204001 12001.0 0.0 B None N
12 4 1 FI 586.04 145.01 0 6 586.0 48.3 669.8 96.7 669.8 193.3 586.0 241.7 502.3 193.3 502.3 96.7 586.0 48.3 0 0 0.0 0.0 1.548 2.0 1.578 2.0 1 0 False 6 7.2 0 13.898 1 1204010 1204011 12000.0 0.0 A None N
12 4 2 FI 502.32 290.02 1 6 502.3 193.3 586.0 241.7 586.0 338.4 502.3 386.7 418.6 338.4 418.6 241.7 502.3 193.3 0 1 0.0 0.0 1.639 2.0 1.684 2.0 3 0 False 6 7.2 0 30.0 1 1204020 1204021 12100.0 0.0 A None N
12 4 3 FI 418.6 435.02 1 6 418.6 338.4 502.3 386.7 502.3 483.4 418.6 531.7 334.9 483.4 334.9 386.7 418.6 338.4 0 1 0.0 0.0 1.548 2.0 1.582 2.0 2 0 False 6 7.2 0 46.102 1 1204030 1204031 12100.0 0.0 A None N
12 4 4 FI 334.88 580.029 1 6 418.645 531.714 418.579 628.4 334.921 676.7 251.155 628.414 251.171 531.641 334.829 483.341 418.645 531.714 1 0 0.0 0.0 1.33 2.0 1.348 2.0 100 0 True 6 7.2 0 60.0 1 1204040 1204041 12201.0 0.0 B None N
12 4 5 FI 251.158 725.038 1 6 334.921 676.7 334.855 773.386 251.197 821.686 167.432 773.4 167.497 676.714 251.155 628.414 334.921 676.7 1 0 0.0 0.0 1.138 2.0 1.137 2.0 101 0 True 6 7.2 0 70.894 1 1204050 1204051 12200.0 0.0 A None N
12 4 6 FM 167.435 870.046 1 6 251.197 821.686 251.132 918.373 167.387 966.723 83.708 918.386 83.687 821.75 167.432 773.4 251.197 821.686 1 0 0.0 0.0 0.715 1.0 0.661 1.0 107 0 False 3 3.6 0 79.107 0 1204060 1204060 12200.0 0.0 A None N
12 4 7 FM 83.722 1015.05 1 6 167.387 966.723 167.408 1063.359 83.663 1111.709 -0.016 1063.373 -0.037 966.736 83.708 918.386 167.387 966.723 1 0 0.0 0.0 0.593 1.0 0.558 1.0 110 0 False 3 3.6 0 85.285 0 1204070 1204070 12200.0 0.0 A None N
12 4 8 FO -0.001 1160.059 1 6 83.663 1111.709 83.734 1208.432 -0.01 1256.782 -83.739 1208.359 -83.76 1111.723 -0.016 1063.373 83.663 1111.709 1 0 0.0 0.0 0.472 1.0 0.444 1.0 111 0 True 3 3.6 0 90.0 0 1204080 1204080 12200.0 0.0 A None W
12 4 9 FO -83.718 1305.076 5 6 -0.01 1256.782 0.011 1353.418 -83.734 1401.768 -167.413 1353.432 -167.484 1256.709 -83.739 1208.359 -0.01 1256.782 1 0 0.0 0.0 0.369 1.0 0.358 1.0 111 0 False 3 3.6 0 93.67 0 1204090 1204090 12200.0 0.0 A None N
12 4 10 bOe -167.44 1450.085 2 5 -83.713 1498.405 -251.137 1498.418 -251.158 1401.782 -167.413 1353.432 -83.734 1401.768 -83.713 1498.405 0.0 0.0 1 0 0.0 0.0 0.192 1.0 0.192 1.0 111 0 False 3 3.6 0 96.587 0 1204100 1204100 12200.0 0.0 A None N
12 5 0 FM 837.2 0.0 0 6 837.2 -96.7 920.9 -48.3 920.9 48.3 837.2 96.7 753.5 48.3 753.5 -48.3 837.2 -96.7 0 0 0.0 0.0 0.77 1.0 0.711 1.0 9 0 False 3 3.6 0 0.0 0 1205000 1205000 12000.0 0.0 A None N
12 5 1 FI 753.48 145.01 0 6 753.5 48.3 837.2 96.7 837.2 193.3 753.5 241.7 669.8 193.3 669.8 96.7 753.5 48.3 0 0 0.0 0.0 1.138 2.0 1.137 2.0 1 0 True 6 7.2 0 10.894 1 1205010 1205011 12000.0 0.0 A None N
12 5 2 FI 669.76 290.02 0 6 669.8 193.3 753.5 241.7 753.5 338.4 669.8 386.7 586.0 338.4 586.0 241.7 669.8 193.3 0 0 0.0 0.0 1.207 2.0 1.214 2.0 1 0 False 6 7.2 0 23.414 1 1205020 1205021 12000.0 0.0 A None N
12 5 3 FI 586.04 435.02 1 6 586.0 338.4 669.8 386.7 669.8 483.4 586.0 531.7 502.3 483.4 502.3 386.7 586.0 338.4 0 1 0.0 0.0 1.201 2.0 1.21 2.0 3 0 True 6 7.2 0 36.587 1 1205030 1205031 12100.0 0.0 A None N
12 5 4 FI 502.32 580.03 1 6 502.3 483.4 586.0 531.7 586.0 628.4 502.3 676.7 418.6 628.4 418.6 531.7 502.3 483.4 0 1 0.0 0.0 1.146 2.0 1.147 2.0 2 0 True 6 7.2 0 49.107 1 1205040 1205041 12100.0 0.0 A None N
12 5 5 FM 418.6 725.036 1 6 502.345 676.686 502.279 773.373 418.621 821.673 334.855 773.386 334.921 676.7 418.579 628.4 502.345 676.686 1 0 0.0 0.0 0.77 1.0 0.711 1.0 109 0 False 3 3.6 0 60.0 0 1205050 1205050 12200.0 0.0 A None N
12 5 6 FM 334.878 870.045 1 6 418.621 821.673 418.555 918.359 334.897 966.659 251.132 918.373 251.197 821.686 334.855 773.386 418.621 821.673 1 0 0.0 0.0 0.667 1.0 0.621 1.0 108 0 False 3 3.6 0 68.948 0 1205060 1205060 12200.0 0.0 A None N
12 5 7 FO 251.155 1015.054 1 6 334.897 966.659 334.882 1063.432 251.137 1111.782 167.408 1063.359 167.387 966.723 251.132 918.373 334.897 966.659 1 0 0.0 0.0 0.568 1.0 0.53 1.0 107 0 True 3 3.6 0 76.102 0 1205070 1205070 12200.0 0.0 A None W
12 5 8 FO 167.447 1160.066 1 6 251.137 1111.782 251.158 1208.418 167.413 1256.768 83.734 1208.432 83.663 1111.709 167.408 1063.359 251.137 1111.782 1 0 0.0 0.0 0.452 1.0 0.426 1.0 110 0 True 3 3.6 0 81.787 0 1205080 1205080 12200.0 0.0 A None W
12 5 9 FO 83.724 1305.075 1 6 167.413 1256.768 167.434 1353.405 83.69 1401.755 0.011 1353.418 -0.01 1256.782 83.734 1208.432 167.413 1256.768 1 0 0.0 0.0 0.367 1.0 0.355 1.0 111 1 False 3 3.6 0 86.329 0 1205090 1205090 12200.0 0.0 A None E
12 5 10 dOe 0.002 1450.083 1 5 83.69 1401.755 83.768 1450.091 -83.705 1450.018 -83.734 1401.768 0.011 1353.418 83.69 1401.755 0.0 0.0 1 0 0.0 0.0 0.144 1.0 0.144 1.0 111 1 False 2 2.4 0 90.0 0 1205100 1205100 12200.0 0.0 A None N
12 6 0 FM 1004.64 0.0 0 6 1004.6 -96.7 1088.4 -48.3 1088.4 48.3 1004.6 96.7 920.9 48.3 920.9 -48.3 1004.6 -96.7 0 0 0.0 0.0 0.594 1.0 0.559 1.0 9 0 True 3 3.6 0 0.0 0 1206000 1206000 12000.0 0.0 A None W
12 6 1 FM 920.92 145.01 0 6 920.9 48.3 1004.6 96.7 1004.6 193.3 920.9 241.7 837.2 193.3 837.2 96.7 920.9 48.3 0 0 0.0 0.0 0.667 1.0 0.621 1.0 8 0 False 3 3.6 0 8.948 0 1206010 1206010 12000.0 0.0 A None N
12 6 2 FM 837.2 290.02 0 6 837.2 193.3 920.9 241.7 920.9 338.4 837.2 386.7 753.5 338.4 753.5 241.7 837.2 193.3 0 0 0.0 0.0 0.715 1.0 0.661 1.0 7 0 False 3 3.6 0 19.107 0 1206020 1206020 12000.0 0.0 A None N
12 6 3 FM 753.48 435.02 4 6 753.5 338.4 837.2 386.7 837.2 483.4 753.5 531.7 669.8 483.4 669.8 386.7 753.5 338.4 0 1 0.0 0.0 0.727 1.0 0.672 1.0 6 1 False 3 3.6 0 30.0 0 1206030 1206030 12100.0 0.0 A None N
12 6 4 FM 669.76 580.03 4 6 669.8 483.4 753.5 531.7 753.5 628.4 669.8 676.7 586.0 628.4 586.0 531.7 669.8 483.4 0 1 0.0 0.0 0.713 1.0 0.659 1.0 5 1 False 3 3.6 0 40.893 0 1206040 1206040 12100.0 0.0 A None N
12 6 5 FM 586.04 725.04 4 6 586.0 628.4 669.8 676.7 669.8 773.4 586.0 821.7 502.3 773.4 502.3 676.7 586.0 628.4 0 1 0.0 0.0 0.672 1.0 0.626 1.0 4 1 False 3 3.6 0 51.052 0 1206050 1206050 12100.0 0.0 A None N
12 6 6 FM 502.32 870.044 1 6 586.045 821.659 586.029 918.432 502.371 966.732 418.555 918.359 418.621 821.673 502.279 773.373 586.045 821.659 1 0 0.0 0.0 0.594 1.0 0.559 1.0 109 0 True 3 3.6 0 60.0 0 1206060 1206060 12200.0 0.0 A None W
12 6 7 FO 418.603 1015.061 1 6 502.371 966.732 502.305 1063.418 418.647 1111.718 334.882 1063.432 334.897 966.659 418.555 918.359 502.371 966.732 1 0 0.0 0.0 0.517 1.0 0.484 1.0 108 0 True 3 3.6 0 67.589 0 1206070 1206070 12200.0 0.0 A None W
12 6 8 FO 334.88 1160.07 1 6 418.647 1111.718 418.582 1208.405 334.837 1256.755 251.158 1208.418 251.137 1111.782 334.882 1063.432 418.647 1111.718 1 0 0.0 0.0 0.437 1.0 0.413 1.0 107 1 False 3 3.6 0 73.898 0 1206080 1206080 12200.0 0.0 A None E
12 6 9 FO 251.167 1305.073 1 6 334.837 1256.755 334.858 1353.391 251.113 1401.741 167.434 1353.405 167.413 1256.768 251.158 1208.418 334.837 1256.755 1 0 0.0 0.0 0.354 1.0 0.343 1.0 110 1 False 3 3.6 0 79.106 0 1206090 1206090 12200.0 0.0 A None E
12 6 10 bOe 167.444 1450.082 2 5 251.134 1498.377 83.711 1498.391 83.69 1401.755 167.434 1353.405 251.113 1401.741 251.134 1498.377 0.0 0.0 1 0 0.0 0.0 0.192 1.0 0.192 1.0 111 1 False 3 3.6 0 83.413 0 1206100 1206100 12200.0 0.0 A None N
12 7 0 FO 1172.09 0.0 0 6 1172.1 -96.7 1255.8 -48.3 1255.8 48.3 1172.1 96.7 1088.4 48.3 1088.4 -48.3 1172.1 -96.7 0 0 0.0 0.0 0.46 1.0 0.433 1.0 9 1 False 3 3.6 0 0.0 0 1207000 1207000 12000.0 0.0 A None E
12 7 1 FO 1088.37 145.01 0 6 1088.4 48.3 1172.1 96.7 1172.1 193.3 1088.4 241.7 1004.6 193.3 1004.6 96.7 1088.4 48.3 0 0 0.0 0.0 0.517 1.0 0.484 1.0 8 0 True 3 3.6 0 7.589 0 1207010 1207010 12000.0 0.0 A None W
12 7 2 FO 1004.64 290.02 0 6 1004.6 193.3 1088.4 241.7 1088.4 338.4 1004.6 386.7 920.9 338.4 920.9 241.7 1004.6 193.3 0 0 0.0 0.0 0.568 1.0 0.53 1.0 7 0 True 3 3.6 0 16.102 0 1207020 1207020 12000.0 0.0 A None W
12 7 3 FM 920.92 435.02 0 6 920.9 338.4 1004.6 386.7 1004.6 483.4 920.9 531.7 837.2 483.4 837.2 386.7 920.9 338.4 0 0 0.0 0.0 0.593 1.0 0.558 1.0 10 0 False 3 3.6 0 25.285 0 1207030 1207030 12000.0 0.0 A None N
12 7 4 FM 837.2 580.03 4 6 837.2 483.4 920.9 531.7 920.9 628.4 837.2 676.7 753.5 628.4 753.5 531.7 837.2 483.4 0 1 0.0 0.0 0.592 1.0 0.555 1.0 6 1 False 3 3.6 0 34.715 0 1207040 1207040 12100.0 0.0 A None E
12 7 5 FO 753.48 725.04 4 6 753.5 628.4 837.2 676.7 837.2 773.4 753.5 821.7 669.8 773.4 669.8 676.7 753.5 628.4 0 1 0.0 0.0 0.571 1.0 0.532 1.0 5 1 False 3 3.6 0 43.898 0 1207050 1207050 12100.0 0.0 A None E
12 7 6 FO 669.76 870.05 4 6 669.8 773.4 753.5 821.7 753.5 918.4 669.8 966.7 586.0 918.4 586.0 821.7 669.8 773.4 0 1 0.0 0.0 0.523 1.0 0.489 1.0 4 1 False 3 3.6 0 52.411 0 1207060 1207060 12100.0 0.0 A None E
12 7 7 FO 586.045 1015.06 1 6 669.795 966.718 669.729 1063.405 586.071 1111.705 502.305 1063.418 502.371 966.732 586.029 918.432 669.795 966.718 1 0 0.0 0.0 0.46 1.0 0.433 1.0 109 1 False 3 3.6 0 60.0 0 1207070 1207070 12200.0 0.0 A None E
12 7 8 FO 502.323 1160.068 1 6 586.071 1111.705 586.005 1208.391 502.347 1256.691 418.582 1208.405 418.647 1111.718 502.305 1063.418 586.071 1111.705 1 0 0.0 0.0 0.401 1.0 0.383 1.0 108 1 False 3 3.6 0 66.587 0 1207080 1207080 12200.0 0.0 A None E
12 7 9 FOe 418.6 1305.077 1 6 502.347 1256.691 502.282 1353.377 418.537 1401.727 334.858 1353.391 334.837 1256.755 418.582 1208.405 502.347 1256.691 1 0 0.0 0.0 0.339 1.0 0.331 1.0 107 1 False 3 3.6 0 72.216 0 1207090 1207090 12200.0 0.0 A None N
12 7 10 aOe 334.887 1450.081 1 4 418.537 1401.727 251.134 1498.377 251.113 1401.741 334.858 1353.391 418.537 1401.727 0.0 0.0 0.0 0.0 1 0 0.0 0.0 0.144 1.0 0.144 1.0 110 1 False 3 3.6 0 76.996 0 1207100 1207100 12200.0 0.0 A None N
12 8 0 FO 1339.53 0.0 0 6 1339.5 -96.7 1423.2 -48.3 1423.2 48.3 1339.5 96.7 1255.8 48.3 1255.8 -48.3 1339.5 -96.7 0 0 0.0 0.0 0.35 1.0 0.341 1.0 9 1 False 3 3.6 0 0.0 0 1208000 1208000 12000.0 0.0 A None N
12 8 1 FO 1255.81 145.01 0 6 1255.8 48.3 1339.5 96.7 1339.5 193.3 1255.8 241.7 1172.1 193.3 1172.1 96.7 1255.8 48.3 0 0 0.0 0.0 0.401 1.0 0.383 1.0 8 1 False 3 3.6 0 6.587 0 1208010 1208010 12000.0 0.0 A None E
12 8 2 FO 1172.09 290.02 0 6 1172.1 193.3 1255.8 241.7 1255.8 338.4 1172.1 386.7 1088.4 338.4 1088.4 241.7 1172.1 193.3 0 0 0.0 0.0 0.437 1.0 0.413 1.0 7 1 False 3 3.6 0 13.898 0 1208020 1208020 12000.0 0.0 A None E
