plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette_0 icassette_1 trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd MB wagon isEngine nROCs power mrot phi HDorLD hash hash_hdld dataPp0 trigPp0 dataPp0_type trigPp0_type engineType
22 9 1 FOe 1423.25 145.01 0 6 1423.2 48.3 1507.0 96.7 1507.0 193.3 1423.2 241.7 1339.5 193.3 1339.5 96.7 1423.2 48.3 0 0 0.0 0.0 0.262 1.0 0.251 1.0 8 1 False 3 3.6 0 5.818 0 2209010 2209010 22000.0 0.0 A None N
22 9 2 FO 1339.53 290.02 0 6 1339.5 193.3 1423.2 241.7 1423.2 338.4 1339.5 386.7 1255.8 338.4 1255.8 241.7 1339.5 193.3 0 0 0.0 0.0 0.276 1.0 0.261 1.0 7 1 False 3 3.6 0 12.216 0 2209020 2209020 22000.0 0.0 A None N
22 9 3 FO 1255.81 435.02 0 6 1255.8 338.4 1339.5 386.7 1339.5 483.4 1255.8 531.7 1172.1 483.4 1172.1 386.7 1255.8 338.4 0 0 0.0 0.0 0.279 1.0 0.262 1.0 10 1 False 3 3.6 0 19.106 0 2209030 2209030 22000.0 0.0 A None E
22 9 4 FO 1172.09 580.03 0 6 1172.1 483.4 1255.8 531.7 1255.8 628.4 1172.1 676.7 1088.4 628.4 1088.4 531.7 1172.1 483.4 0 0 0.0 0.0 0.286 1.0 0.267 1.0 11 1 False 3 3.6 0 26.329 0 2209040 2209040 22001.0 0.0 B None E
22 9 5 FO 1088.37 725.04 4 6 1088.4 628.4 1172.1 676.7 1172.1 773.4 1088.4 821.7 1004.6 773.4 1004.6 676.7 1088.4 628.4 0 0 0.0 0.0 0.287 1.0 0.268 1.0 11 0 False 3 3.6 0 33.67 0 2209050 2209050 22001.0 0.0 B None N
22 9 6 FO 1004.64 870.05 4 6 1004.6 773.4 1088.4 821.7 1088.4 918.4 1004.6 966.7 920.9 918.4 920.9 821.7 1004.6 773.4 0 1 0.0 0.0 0.285 1.0 0.267 1.0 6 0 False 3 3.6 0 40.894 0 2209060 2209060 22100.0 0.0 A None N
22 9 7 FO 920.92 1015.06 4 6 920.9 918.4 1004.6 966.7 1004.6 1063.4 920.9 1111.7 837.2 1063.4 837.2 966.7 920.9 918.4 0 1 0.0 0.0 0.275 1.0 0.26 1.0 5 0 False 3 3.6 0 47.784 0 2209070 2209070 22100.0 0.0 A None N
22 9 8 FOe 837.2 1160.06 4 6 837.2 1063.4 920.9 1111.7 920.9 1208.4 837.2 1256.7 753.5 1208.4 753.5 1111.7 837.2 1063.4 0 1 0.0 0.0 0.266 1.0 0.254 1.0 4 0 False 3 3.6 0 54.183 0 2209080 2209080 22100.0 0.0 A None N
22 9 9 aOe 753.485 1305.074 1 4 837.245 1256.75 669.755 1353.45 669.771 1256.677 753.429 1208.377 837.245 1256.75 0.0 0.0 0.0 0.0 1 0 0.0 0.0 0.144 1.0 0.144 1.0 109 1 False 3 3.6 0 60.0 0 2209090 2209090 22200.0 0.0 A None N
22 10 2 aOe 1506.97 290.02 0 4 1507.0 193.3 1507.0 386.7 1423.2 338.4 1423.2 241.7 1507.0 193.3 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.144 1.0 0.144 1.0 7 1 False 3 3.6 0 10.894 0 2210020 2210020 22000.0 0.0 A None N
22 10 3 bOe 1423.25 435.02 1 5 1507.0 386.7 1423.2 531.7 1339.5 483.4 1339.5 386.7 1423.2 338.4 1507.0 386.7 0.0 0.0 0 0 0.0 0.0 0.192 1.0 0.192 1.0 10 1 False 3 3.6 0 16.996 0 2210030 2210030 22000.0 0.0 A None N
22 10 4 FOe 1339.53 580.03 0 6 1339.5 483.4 1423.2 531.7 1423.2 628.4 1339.5 676.7 1255.8 628.4 1255.8 531.7 1339.5 483.4 0 0 0.0 0.0 0.263 1.0 0.252 1.0 11 1 False 3 3.6 0 23.413 0 2210040 2210040 22001.0 0.0 B None N
22 10 5 bOe 1255.81 725.04 1 5 1339.5 676.7 1255.8 821.7 1172.1 773.4 1172.1 676.7 1255.8 628.4 1339.5 676.7 0.0 0.0 0 0 0.0 0.0 0.192 1.0 0.192 1.0 11 1 False 3 3.6 0 30.0 0 2210050 2210050 22001.0 0.0 B None N
22 10 6 FOe 1172.09 870.05 4 6 1172.1 773.4 1255.8 821.7 1255.8 918.4 1172.1 966.7 1088.4 918.4 1088.4 821.7 1172.1 773.4 0 0 0.0 0.0 0.258 1.0 0.248 1.0 11 0 False 3 3.6 0 36.587 0 2210060 2210060 22001.0 0.0 B None N
22 10 7 bOe 1088.37 1015.06 1 5 1172.1 966.7 1088.4 1111.7 1004.6 1063.4 1004.6 966.7 1088.4 918.4 1172.1 966.7 0.0 0.0 0 1 0.0 0.0 0.192 1.0 0.192 1.0 6 0 False 3 3.6 0 43.004 0 2210070 2210070 22100.0 0.0 A None N
22 10 8 aOe 1004.64 1160.06 1 4 1088.4 1111.7 920.9 1208.4 920.9 1111.7 1004.6 1063.4 1088.4 1111.7 0.0 0.0 0.0 0.0 0 1 0.0 0.0 0.144 1.0 0.144 1.0 5 0 False 3 3.6 0 49.107 0 2210080 2210080 22100.0 0.0 A None N
23 1 2 dIe -0.002 290.016 4 5 -83.718 338.396 -83.729 316.578 83.695 316.564 83.705 338.382 0.047 386.682 -83.718 338.396 0.0 0.0 1 1 2.374 3.0 1.179 2.0 1.179 2.0 102 0 False 3 3.6 0 90.0 1 2301020 2301021 23300.0 23310.0 A A N
23 1 3 FI -83.725 435.025 2 6 0.047 386.682 -0.018 483.368 -83.763 531.718 -167.442 483.382 -167.463 386.746 -83.718 338.396 0.047 386.682 1 1 2.381 3.0 1.782 2.0 1.864 2.0 102 0 False 6 7.2 0 100.894 1 2301030 2301031 23300.0 23310.0 A A N
23 1 4 FI -167.438 580.028 2 6 -83.763 531.718 -83.742 628.355 -167.487 676.705 -251.166 628.368 -251.187 531.732 -167.442 483.382 -83.763 531.718 1 1 1.547 2.0 1.18 2.0 1.188 2.0 102 0 False 6 7.2 0 106.102 1 2301040 2301041 23300.0 23310.0 A A N
23 1 5 FI -251.161 725.037 2 6 -167.487 676.705 -167.466 773.341 -251.21 821.691 -334.889 773.355 -334.91 676.718 -251.166 628.368 -167.487 676.705 1 1 1.191 2.0 0.953 1.0 0.949 1.0 102 0 True 6 7.2 0 109.107 1 2301050 2301051 23300.0 23310.0 A A N
23 1 6 FM -334.883 870.046 5 6 -251.21 821.691 -251.139 918.414 -334.884 966.764 -418.613 918.341 -418.634 821.705 -334.889 773.355 -251.21 821.691 1 1 1.006 2.0 0.529 1.0 0.477 1.0 104 1 False 3 3.6 0 111.052 0 2301060 2301060 23300.0 23310.0 A A N
23 1 7 FO -418.605 1015.054 5 6 -334.884 966.764 -334.863 1063.4 -418.608 1111.75 -502.287 1063.414 -502.358 966.691 -418.613 918.341 -334.884 966.764 1 1 0.903 2.0 0.376 1.0 0.337 1.0 104 1 False 3 3.6 0 112.411 0 2301070 2301070 23300.0 23310.0 A A E
23 1 8 FO -502.328 1160.063 5 6 -418.608 1111.75 -418.587 1208.386 -502.331 1256.736 -586.01 1208.4 -586.031 1111.764 -502.287 1063.414 -418.608 1111.75 1 1 0.841 2.0 0.304 1.0 0.282 1.0 104 0 True 3 3.6 0 113.413 0 2301080 2301080 23300.0 23310.0 A A W
23 1 9 FO -586.041 1305.066 5 6 -502.331 1256.736 -502.31 1353.373 -586.055 1401.723 -669.734 1353.386 -669.755 1256.75 -586.01 1208.4 -502.331 1256.736 1 1 0.755 2.0 0.296 1.0 0.296 1.0 104 0 False 3 3.6 0 114.183 0 2301090 2301090 23300.0 23310.0 A A N
23 1 10 cOe -669.764 1450.075 2 3 -586.034 1498.359 -669.734 1353.386 -586.055 1401.723 -586.034 1498.359 0.0 0.0 0.0 0.0 0.0 0.0 1 1 0.656 0.0 0.0 0.0 0.0 0.0 104 0 False 3 3.6 0 114.791 0 2301100 2301100 23300.0 23310.0 A A N
23 2 0 gIe 334.88 0.0 3 6 334.9 96.7 316.0 85.8 316.0 -85.8 334.9 -96.7 418.6 -48.3 418.6 48.3 334.9 96.7 0 0 3.192 4.0 1.909 2.0 1.909 2.0 0 0 False 6 7.2 0 0.0 1 2302000 2302001 23000.0 23010.0 A A N
23 2 1 dIe 251.16 145.01 3 5 251.2 241.7 232.3 230.8 316.0 85.8 334.9 96.7 334.9 193.3 251.2 241.7 0.0 0.0 0 1 2.374 3.0 1.179 2.0 1.179 2.0 2 0 False 3 3.6 0 30.0 1 2302010 2302011 23100.0 23110.0 A A N
23 2 2 gIe 167.44 290.015 4 6 83.705 338.382 83.695 316.564 232.305 230.764 251.195 241.682 251.129 338.368 167.471 386.668 83.705 338.382 1 0 3.192 4.0 1.909 2.0 1.909 2.0 100 0 False 6 7.2 0 60.0 1 2302020 2302021 23200.0 23210.0 A A N
23 2 3 FI 83.718 435.023 2 6 167.471 386.668 167.405 483.355 83.747 531.655 -0.018 483.368 0.047 386.682 83.705 338.382 167.471 386.668 1 1 2.439 3.0 1.778 2.0 1.863 2.0 103 0 False 6 7.2 0 79.107 1 2302030 2302031 23300.0 23310.0 A A N
23 2 4 FI -0.005 580.032 2 6 83.747 531.655 83.682 628.341 -0.063 676.691 -83.742 628.355 -83.763 531.718 -0.018 483.368 83.747 531.655 1 1 1.642 2.0 1.24 2.0 1.256 2.0 103 0 False 6 7.2 0 90.0 1 2302040 2302041 23300.0 23310.0 A A N
23 2 5 FI -83.718 725.036 2 6 -0.063 676.691 0.008 773.414 -83.737 821.764 -167.466 773.341 -167.487 676.705 -83.742 628.355 -0.063 676.691 1 1 1.281 2.0 1.004 2.0 0.998 2.0 103 0 True 6 7.2 0 96.587 1 2302050 2302051 23300.0 23310.0 A A N
23 2 6 FM -167.441 870.044 5 6 -83.737 821.764 -83.716 918.4 -167.46 966.75 -251.139 918.414 -251.21 821.691 -167.466 773.341 -83.737 821.764 1 1 1.025 2.0 0.567 1.0 0.518 1.0 105 1 False 3 3.6 0 100.893 0 2302060 2302060 23300.0 23310.0 A A N
23 2 7 FO -251.163 1015.053 5 6 -167.46 966.75 -167.439 1063.386 -251.184 1111.736 -334.863 1063.4 -334.884 966.764 -251.139 918.414 -167.46 966.75 1 1 0.965 2.0 0.419 1.0 0.372 1.0 105 1 False 3 3.6 0 103.898 0 2302070 2302070 23300.0 23310.0 A A E
23 2 8 FO -334.885 1160.061 5 6 -251.184 1111.736 -251.163 1208.373 -334.908 1256.723 -418.587 1208.386 -418.608 1111.75 -334.863 1063.4 -251.184 1111.736 1 1 0.827 2.0 0.321 1.0 0.295 1.0 105 0 True 3 3.6 0 106.102 0 2302080 2302080 23300.0 23310.0 A A W
23 2 9 FO -418.608 1305.07 5 6 -334.908 1256.723 -334.887 1353.359 -418.631 1401.709 -502.31 1353.373 -502.331 1256.736 -418.587 1208.386 -334.908 1256.723 1 1 0.791 2.0 0.274 1.0 0.26 1.0 105 0 False 3 3.6 0 107.784 0 2302090 2302090 23300.0 23310.0 A A N
23 2 10 FOe -502.321 1450.074 5 6 -418.631 1401.709 -418.56 1498.432 -502.305 1546.782 -586.034 1498.359 -586.055 1401.723 -502.31 1353.373 -418.631 1401.709 1 1 0.735 2.0 0.283 1.0 0.283 1.0 105 0 False 3 3.6 0 109.107 0 2302100 2302100 23300.0 23310.0 A A N
23 3 0 FI 502.32 0.0 0 6 502.3 -96.7 586.0 -48.3 586.0 48.3 502.3 96.7 418.6 48.3 418.6 -48.3 502.3 -96.7 0 0 1.981 3.0 1.493 2.0 1.518 2.0 0 0 False 6 7.2 0 0.0 1 2303000 2303001 23000.0 23010.0 A A N
23 3 1 FI 418.6 145.01 1 6 418.6 48.3 502.3 96.7 502.3 193.3 418.6 241.7 334.9 193.3 334.9 96.7 418.6 48.3 0 1 2.439 3.0 1.778 2.0 1.863 2.0 3 0 False 6 7.2 0 19.107 1 2303010 2303011 23100.0 23110.0 A A N
23 3 2 FI 334.88 290.02 1 6 334.9 193.3 418.6 241.7 418.6 338.4 334.9 386.7 251.2 338.4 251.2 241.7 334.9 193.3 0 1 2.381 3.0 1.782 2.0 1.864 2.0 2 0 False 6 7.2 0 40.894 1 2303020 2303021 23100.0 23110.0 A A N
23 3 3 FI 251.16 435.022 1 6 334.895 386.655 334.829 483.341 251.171 531.641 167.405 483.355 167.471 386.668 251.129 338.368 334.895 386.655 1 0 1.981 3.0 1.493 2.0 1.518 2.0 100 0 False 6 7.2 0 60.0 1 2303030 2303031 23200.0 23210.0 A A N
23 3 4 FI 167.438 580.031 1 6 251.171 531.641 251.155 628.414 167.497 676.714 83.682 628.341 83.747 531.655 167.405 483.355 251.171 531.641 1 0 1.585 2.0 1.176 2.0 1.187 2.0 101 0 False 6 7.2 0 73.898 1 2303040 2303041 23200.0 23211.0 A B N
23 3 5 FI 83.715 725.039 1 6 167.497 676.714 167.432 773.4 83.687 821.75 0.008 773.414 -0.063 676.691 83.682 628.341 167.497 676.714 1 0 1.249 2.0 1.006 2.0 0.998 2.0 101 0 False 6 7.2 0 83.414 1 2303050 2303051 23200.0 23211.0 A B N
23 3 6 FM 0.002 870.043 5 6 83.687 821.75 83.708 918.386 -0.037 966.736 -83.716 918.4 -83.737 821.764 0.008 773.414 83.687 821.75 1 1 1.047 2.0 0.58 1.0 0.53 1.0 106 1 False 3 3.6 0 90.0 0 2303060 2303060 23300.0 23310.0 A A N
23 3 7 FM -83.721 1015.051 5 6 -0.037 966.736 -0.016 1063.373 -83.76 1111.723 -167.439 1063.386 -167.46 966.75 -83.716 918.4 -0.037 966.736 1 1 0.936 2.0 0.45 1.0 0.399 1.0 106 1 False 3 3.6 0 94.715 0 2303070 2303070 23300.0 23310.0 A A E
23 3 8 FO -167.443 1160.06 5 6 -83.76 1111.723 -83.739 1208.359 -167.484 1256.709 -251.163 1208.373 -251.184 1111.736 -167.439 1063.386 -83.76 1111.723 1 1 0.855 2.0 0.33 1.0 0.301 1.0 106 0 True 3 3.6 0 98.213 0 2303080 2303080 23300.0 23310.0 A A W
23 3 9 FO -251.165 1305.069 5 6 -167.484 1256.709 -167.413 1353.432 -251.158 1401.782 -334.887 1353.359 -334.908 1256.723 -251.163 1208.373 -167.484 1256.709 1 1 0.81 2.0 0.281 1.0 0.265 1.0 106 0 False 3 3.6 0 100.894 0 2303090 2303090 23300.0 23310.0 A A N
23 3 10 FO -334.883 1450.086 5 6 -251.158 1401.782 -251.137 1498.418 -334.881 1546.768 -418.56 1498.432 -418.631 1401.709 -334.887 1353.359 -251.158 1401.782 1 1 0.753 2.0 0.287 1.0 0.287 1.0 106 0 False 3 3.6 0 103.004 0 2303100 2303100 23300.0 23310.0 A A N
23 3 11 cOe -418.596 1595.09 1 3 -334.881 1546.768 -502.305 1546.782 -418.56 1498.432 -334.881 1546.768 0.0 0.0 0.0 0.0 0.0 0.0 1 1 0.657 0.0 0.0 0.0 0.0 0.0 106 0 False 3 3.6 0 104.704 0 2303110 2303110 23300.0 23310.0 A A N
23 4 0 FI 669.76 0.0 0 6 669.8 -96.7 753.5 -48.3 753.5 48.3 669.8 96.7 586.0 48.3 586.0 -48.3 669.8 -96.7 0 0 1.41 2.0 1.068 2.0 1.057 2.0 0 0 True 6 7.2 0 0.0 1 2304000 2304001 23000.0 23010.0 A A N
23 4 1 FI 586.04 145.01 0 6 586.0 48.3 669.8 96.7 669.8 193.3 586.0 241.7 502.3 193.3 502.3 96.7 586.0 48.3 0 0 1.585 2.0 1.176 2.0 1.187 2.0 1 0 False 6 7.2 0 13.898 1 2304010 2304011 23000.0 23011.0 A B N
23 4 2 FI 502.32 290.02 1 6 502.3 193.3 586.0 241.7 586.0 338.4 502.3 386.7 418.6 338.4 418.6 241.7 502.3 193.3 0 1 1.642 2.0 1.24 2.0 1.256 2.0 3 0 False 6 7.2 0 30.0 1 2304020 2304021 23100.0 23110.0 A A N
23 4 3 FI 418.6 435.02 1 6 418.6 338.4 502.3 386.7 502.3 483.4 418.6 531.7 334.9 483.4 334.9 386.7 418.6 338.4 0 1 1.547 2.0 1.18 2.0 1.188 2.0 2 0 False 6 7.2 0 46.102 1 2304030 2304031 23100.0 23110.0 A A N
23 4 4 FI 334.88 580.029 1 6 418.645 531.714 418.579 628.4 334.921 676.7 251.155 628.414 251.171 531.641 334.829 483.341 418.645 531.714 1 0 1.41 2.0 1.068 2.0 1.057 2.0 100 0 True 6 7.2 0 60.0 1 2304040 2304041 23200.0 23210.0 A A N
23 4 5 FI 251.158 725.038 1 6 334.921 676.7 334.855 773.386 251.197 821.686 167.432 773.4 167.497 676.714 251.155 628.414 334.921 676.7 1 0 1.192 2.0 0.964 1.0 0.959 1.0 101 0 True 6 7.2 0 70.894 1 2304050 2304051 23200.0 23211.0 A B N
23 4 6 FM 167.435 870.046 1 6 251.197 821.686 251.132 918.373 167.387 966.723 83.708 918.386 83.687 821.75 167.432 773.4 251.197 821.686 1 0 1.035 2.0 0.567 1.0 0.519 1.0 107 0 False 3 3.6 0 79.107 0 2304060 2304060 23200.0 23210.0 A A N
23 4 7 FM 83.722 1015.05 1 6 167.387 966.723 167.408 1063.359 83.663 1111.709 -0.016 1063.373 -0.037 966.736 83.708 918.386 167.387 966.723 1 0 0.938 2.0 0.455 1.0 0.402 1.0 110 0 False 3 3.6 0 85.285 0 2304070 2304070 23200.0 23210.0 A A N
23 4 8 FO -0.001 1160.059 1 6 83.663 1111.709 83.734 1208.432 -0.01 1256.782 -83.739 1208.359 -83.76 1111.723 -0.016 1063.373 83.663 1111.709 1 0 0.87 2.0 0.342 1.0 0.31 1.0 111 0 True 3 3.6 0 90.0 0 2304080 2304080 23201.0 23210.0 B A W
23 4 9 FO -83.718 1305.076 5 6 -0.01 1256.782 0.011 1353.418 -83.734 1401.768 -167.413 1353.432 -167.484 1256.709 -83.739 1208.359 -0.01 1256.782 1 0 0.815 2.0 0.282 1.0 0.267 1.0 111 0 False 3 3.6 0 93.67 0 2304090 2304090 23201.0 23210.0 B A N
23 4 10 FOe -167.44 1450.085 5 6 -83.734 1401.768 -83.713 1498.405 -167.458 1546.755 -251.137 1498.418 -251.158 1401.782 -167.413 1353.432 -83.734 1401.768 1 0 0.762 2.0 0.261 1.0 0.251 1.0 111 0 False 3 3.6 0 96.587 0 2304100 2304100 23201.0 23210.0 B A N
23 4 11 cOe -251.163 1595.093 1 3 -167.458 1546.755 -334.881 1546.768 -251.137 1498.418 -167.458 1546.755 0.0 0.0 0.0 0.0 0.0 0.0 1 0 0.657 0.0 0.0 0.0 0.0 0.0 111 0 False 3 3.6 0 98.948 0 2304110 2304110 23201.0 23210.0 B A N
23 5 0 FM 837.2 0.0 0 6 837.2 -96.7 920.9 -48.3 920.9 48.3 837.2 96.7 753.5 48.3 753.5 -48.3 837.2 -96.7 0 0 1.096 2.0 0.605 1.0 0.552 1.0 9 0 False 3 3.6 0 0.0 0 2305000 2305000 23000.0 23010.0 A A N
23 5 1 FI 753.48 145.01 0 6 753.5 48.3 837.2 96.7 837.2 193.3 753.5 241.7 669.8 193.3 669.8 96.7 753.5 48.3 0 0 1.192 2.0 0.964 1.0 0.959 1.0 1 0 True 6 7.2 0 10.894 1 2305010 2305011 23000.0 23011.0 A B N
23 5 2 FI 669.76 290.02 0 6 669.8 193.3 753.5 241.7 753.5 338.4 669.8 386.7 586.0 338.4 586.0 241.7 669.8 193.3 0 0 1.249 2.0 1.006 2.0 0.998 2.0 1 0 False 6 7.2 0 23.414 1 2305020 2305021 23000.0 23011.0 A B N
23 5 3 FI 586.04 435.02 1 6 586.0 338.4 669.8 386.7 669.8 483.4 586.0 531.7 502.3 483.4 502.3 386.7 586.0 338.4 0 1 1.281 2.0 1.004 2.0 0.998 2.0 3 0 True 6 7.2 0 36.587 1 2305030 2305031 23100.0 23110.0 A A N
23 5 4 FI 502.32 580.03 1 6 502.3 483.4 586.0 531.7 586.0 628.4 502.3 676.7 418.6 628.4 418.6 531.7 502.3 483.4 0 1 1.191 2.0 0.953 1.0 0.949 1.0 2 0 True 6 7.2 0 49.107 1 2305040 2305041 23100.0 23110.0 A A N
23 5 5 FM 418.6 725.036 1 6 502.345 676.686 502.279 773.373 418.621 821.673 334.855 773.386 334.921 676.7 418.579 628.4 502.345 676.686 1 0 1.096 2.0 0.605 1.0 0.552 1.0 109 0 False 3 3.6 0 60.0 0 2305050 2305050 23200.0 23210.0 A A N
23 5 6 FM 334.878 870.045 1 6 418.621 821.673 418.555 918.359 334.897 966.659 251.132 918.373 251.197 821.686 334.855 773.386 418.621 821.673 1 0 1.011 2.0 0.532 1.0 0.48 1.0 108 0 False 3 3.6 0 68.948 0 2305060 2305060 23200.0 23210.0 A A N
23 5 7 FO 251.155 1015.054 1 6 334.897 966.659 334.882 1063.432 251.137 1111.782 167.408 1063.359 167.387 966.723 251.132 918.373 334.897 966.659 1 0 0.946 2.0 0.419 1.0 0.373 1.0 107 0 True 3 3.6 0 76.102 0 2305070 2305070 23200.0 23210.0 A A W
23 5 8 FO 167.447 1160.066 1 6 251.137 1111.782 251.158 1208.418 167.413 1256.768 83.734 1208.432 83.663 1111.709 167.408 1063.359 251.137 1111.782 1 0 0.861 2.0 0.338 1.0 0.307 1.0 110 0 True 3 3.6 0 81.787 0 2305080 2305080 23200.0 23210.0 A A W
23 5 9 FO 83.724 1305.075 1 6 167.413 1256.768 167.434 1353.405 83.69 1401.755 0.011 1353.418 -0.01 1256.782 83.734 1208.432 167.413 1256.768 1 0 0.799 2.0 0.283 1.0 0.267 1.0 111 1 False 3 3.6 0 86.329 0 2305090 2305090 23201.0 23210.0 B A E
23 5 10 bOe 0.002 1450.083 2 5 83.711 1498.391 -83.713 1498.405 -83.734 1401.768 0.011 1353.418 83.69 1401.755 83.711 1498.391 0.0 0.0 1 0 0.735 1.0 0.192 1.0 0.192 1.0 111 1 False 3 3.6 0 90.0 0 2305100 2305100 23201.0 23210.0 B A N
23 6 0 FM 1004.64 0.0 0 6 1004.6 -96.7 1088.4 -48.3 1088.4 48.3 1004.6 96.7 920.9 48.3 920.9 -48.3 1004.6 -96.7 0 0 0.962 2.0 0.459 1.0 0.406 1.0 9 0 True 3 3.6 0 0.0 0 2306000 2306000 23000.0 23010.0 A A W
23 6 1 FM 920.92 145.01 0 6 920.9 48.3 1004.6 96.7 1004.6 193.3 920.9 241.7 837.2 193.3 837.2 96.7 920.9 48.3 0 0 1.011 2.0 0.532 1.0 0.48 1.0 8 0 False 3 3.6 0 8.948 0 2306010 2306010 23000.0 23010.0 A A N
23 6 2 FM 837.2 290.02 0 6 837.2 193.3 920.9 241.7 920.9 338.4 837.2 386.7 753.5 338.4 753.5 241.7 837.2 193.3 0 0 1.035 2.0 0.567 1.0 0.519 1.0 7 0 False 3 3.6 0 19.107 0 2306020 2306020 23000.0 23010.0 A A N
23 6 3 FM 753.48 435.02 4 6 753.5 338.4 837.2 386.7 837.2 483.4 753.5 531.7 669.8 483.4 669.8 386.7 753.5 338.4 0 1 1.047 2.0 0.58 1.0 0.53 1.0 6 1 False 3 3.6 0 30.0 0 2306030 2306030 23100.0 23110.0 A A N
23 6 4 FM 669.76 580.03 4 6 669.8 483.4 753.5 531.7 753.5 628.4 669.8 676.7 586.0 628.4 586.0 531.7 669.8 483.4 0 1 1.025 2.0 0.567 1.0 0.518 1.0 5 1 False 3 3.6 0 40.893 0 2306040 2306040 23100.0 23110.0 A A N
23 6 5 FM 586.04 725.04 4 6 586.0 628.4 669.8 676.7 669.8 773.4 586.0 821.7 502.3 773.4 502.3 676.7 586.0 628.4 0 1 1.006 2.0 0.529 1.0 0.477 1.0 4 1 False 3 3.6 0 51.052 0 2306050 2306050 23100.0 23110.0 A A N
23 6 6 FM 502.32 870.044 1 6 586.045 821.659 586.029 918.432 502.371 966.732 418.555 918.359 418.621 821.673 502.279 773.373 586.045 821.659 1 0 0.962 2.0 0.459 1.0 0.406 1.0 109 0 True 3 3.6 0 60.0 0 2306060 2306060 23200.0 23210.0 A A W
23 6 7 FO 418.603 1015.061 1 6 502.371 966.732 502.305 1063.418 418.647 1111.718 334.882 1063.432 334.897 966.659 418.555 918.359 502.371 966.732 1 0 0.907 2.0 0.374 1.0 0.335 1.0 108 0 True 3 3.6 0 67.589 0 2306070 2306070 23200.0 23210.0 A A W
23 6 8 FO 334.88 1160.07 1 6 418.647 1111.718 418.582 1208.405 334.837 1256.755 251.158 1208.418 251.137 1111.782 334.882 1063.432 418.647 1111.718 1 0 0.838 2.0 0.319 1.0 0.293 1.0 107 1 False 3 3.6 0 73.898 0 2306080 2306080 23200.0 23210.0 A A E
23 6 9 FO 251.167 1305.073 1 6 334.837 1256.755 334.858 1353.391 251.113 1401.741 167.434 1353.405 167.413 1256.768 251.158 1208.418 334.837 1256.755 1 0 0.812 2.0 0.276 1.0 0.262 1.0 110 1 False 3 3.6 0 79.106 0 2306090 2306090 23200.0 23210.0 A A E
23 6 10 FOe 167.444 1450.082 1 6 251.113 1401.741 251.134 1498.377 167.39 1546.727 83.711 1498.391 83.69 1401.755 167.434 1353.405 251.113 1401.741 1 0 0.751 2.0 0.292 1.0 0.292 1.0 111 1 False 3 3.6 0 83.413 0 2306100 2306100 23201.0 23210.0 B A N
23 7 0 FO 1172.09 0.0 0 6 1172.1 -96.7 1255.8 -48.3 1255.8 48.3 1172.1 96.7 1088.4 48.3 1088.4 -48.3 1172.1 -96.7 0 0 0.864 2.0 0.332 1.0 0.302 1.0 9 1 False 3 3.6 0 0.0 0 2307000 2307000 23000.0 23010.0 A A E
23 7 1 FO 1088.37 145.01 0 6 1088.4 48.3 1172.1 96.7 1172.1 193.3 1088.4 241.7 1004.6 193.3 1004.6 96.7 1088.4 48.3 0 0 0.907 2.0 0.374 1.0 0.335 1.0 8 0 True 3 3.6 0 7.589 0 2307010 2307010 23000.0 23010.0 A A W
23 7 2 FO 1004.64 290.02 0 6 1004.6 193.3 1088.4 241.7 1088.4 338.4 1004.6 386.7 920.9 338.4 920.9 241.7 1004.6 193.3 0 0 0.946 2.0 0.419 1.0 0.373 1.0 7 0 True 3 3.6 0 16.102 0 2307020 2307020 23000.0 23010.0 A A W
23 7 3 FM 920.92 435.02 0 6 920.9 338.4 1004.6 386.7 1004.6 483.4 920.9 531.7 837.2 483.4 837.2 386.7 920.9 338.4 0 0 0.938 2.0 0.455 1.0 0.402 1.0 10 0 False 3 3.6 0 25.285 0 2307030 2307030 23000.0 23010.0 A A N
23 7 4 FM 837.2 580.03 4 6 837.2 483.4 920.9 531.7 920.9 628.4 837.2 676.7 753.5 628.4 753.5 531.7 837.2 483.4 0 1 0.936 2.0 0.45 1.0 0.399 1.0 6 1 False 3 3.6 0 34.715 0 2307040 2307040 23100.0 23110.0 A A E
23 7 5 FO 753.48 725.04 4 6 753.5 628.4 837.2 676.7 837.2 773.4 753.5 821.7 669.8 773.4 669.8 676.7 753.5 628.4 0 1 0.965 2.0 0.419 1.0 0.372 1.0 5 1 False 3 3.6 0 43.898 0 2307050 2307050 23100.0 23110.0 A A E
23 7 6 FO 669.76 870.05 4 6 669.8 773.4 753.5 821.7 753.5 918.4 669.8 966.7 586.0 918.4 586.0 821.7 669.8 773.4 0 1 0.903 2.0 0.376 1.0 0.337 1.0 4 1 False 3 3.6 0 52.411 0 2307060 2307060 23100.0 23110.0 A A E
23 7 7 FO 586.045 1015.06 1 6 669.795 966.718 669.729 1063.405 586.071 1111.705 502.305 1063.418 502.371 966.732 586.029 918.432 669.795 966.718 1 0 0.864 2.0 0.332 1.0 0.302 1.0 109 1 False 3 3.6 0 60.0 0 2307070 2307070 23200.0 23210.0 A A E
